"id","main_group","groupa","username","title","type","is_end","updatedt","isban","islock","published","isbad","pack_draft","pack_selling","status","fav","chapter","visitors_all","visitors"
"1615148","1","2","grace46","Addict psycho ll เสพติดวิปลาส","2","0","20/4/2017"," 17:40:58","0","1","N","0","0","0","0","44","2","360","2"
"1616898","1","27","jconawish","พยาบาลส่วนตัว [ #เป๊กทอม จบในตอน ]","1","0","5/4/2017"," 19:17:18","0","1","N","0","0","0","0","56","0","1568","8"
"1624069","1","4","KBSJM","UNFRIEND ไม่อยากเป็นแค่เพื่อน !!!!","2","0","16/4/2017"," 9:23:34","0","1","N","0","0","0","0","0","0","1","0"
"1624070","1","30","Carrotnicha","{ BSD : Bungou Stray Dogs } Short Fic","2","0","5/5/2017"," 0:46:55","0","1","N","0","0","0","0","8","3","100","5"
"1633626","1","26","17111708","ChanBack: Garuda_ครุฑยุดนาค_Naga :EXO","2","0","20/5/2017"," 15:05:07","0","1","N","0","0","0","0","7","1","59","0"
"1629818","1","1","army-exol-argrse","[Yaoi] หนูติ๋มกับคุณป๋า","2","0","24/4/2017"," 21:20:35","0","1","N","0","0","0","0","2","0","1","0"
"1631552","1","26","Mardy_Bum","[SF / OS] Once a Week | MarkJin","1","0","27/4/2017"," 18:01:33","0","1","N","0","0","0","0","15","0","341","12"
"1615400","1","1","sunsshine","Love me รักฉันเถอะ","1","0","2/4/2017"," 14:30:30","0","1","N","0","0","0","0","0","0","48","0"
"1620495","1","4","angsawan","วิวาห์สัญญาสวาท","2","0","10/4/2017"," 10:26:17","0","1","N","0","0","0","0","1","0","46","0"
"1627347","1","26","Lailafic","[FIC MONSTA X X YOU] รักนะยัยตัวจิ๋ว","2","0","4/6/2017"," 17:16:21","0","1","N","0","0","0","0","79","17","720","57"
"1628628","1","26","daulimonade","GULPING GARGOYLES! (JAETEN","JOHNYONG)","2","0","2/5/2017"," 23:14:56","0","1","N","0","0","0","0","307","3","1611","8"
"1631122","1","26","chatxmarbolo","{PRODUCE101 SS2}OS&#8251;SF Library|Daniel X all &#9829;","2","0","17/5/2017"," 19:27:49","0","1","N","0","0","0","0","76","3","873","9"
"1616727","1","26","flapritemnt","[HongMark] พี่ฮงของน้องมะลิ","2","0","4/4/2017"," 15:07:12","0","1","N","0","0","0","0","4","1","55","0"
"1622650","1","16","new04125","อัญเชิญไทร์","2","0","13/4/2017"," 21:19:29","0","1","N","0","0","0","0","2","1","8","0"
"1614906","1","16","rosedevilangle","THE QUEEN ราชินี","2","0","11/4/2017"," 12:19:53","0","1","N","0","0","0","0","1","1","12","0"
"1630834","1","26","chdptk","#คิมแทเด๋อ [ KookV","Yoonmin Ft.BTS]","2","0","3/5/2017"," 16:27:47","0","1","N","0","0","0","0","142","2","759","8"
"1629662","1","22","Tonwan17984","ประธานตัวร้ายกับยัยเย็นชา","2","0","29/4/2017"," 18:04:11","0","1","N","0","0","0","0","5","5","72","2"
"1616378","2","4","naninai","แลกเปลี่ยน ไม่ซ้ำ ไม่ซิ่ว สอบติดหมอ ทำได้(หรอ?)","2","0","20/4/2017"," 23:26:51","0","1","N","0","0","0","0","4","3","103","1"
"1617369","1","0","Lucien_Mabel","วุ่นนักดันหลงรักนักบาส","2","0","5/4/2017"," 14:31:30","0","1","N","0","0","0","0","0","2","1","0"
"1618532","1","26","aaaingaing98","(fic nct) #แฝดแฮชาน - haechan x donghyuck -","2","0","17/4/2017"," 21:11:32","0","1","N","0","0","0","1","45","0","104","0"
"1625694","1","22","m-med-noon","จอมราชันย์ปีศาจ พเนจร","2","0","18/4/2017"," 14:54:51","0","1","N","0","0","0","0","0","0","4","0"
"1625695","1","2","yimming","Bad boy นายวายร้ายที่รัก","2","0","18/4/2017"," 14:55:59","0","1","N","0","0","0","0","0","0","1","0"
"1631682","1","2","worawaran2929","ยัยตัวเล็กปะทะนายสุดหล่อ","2","0","27/4/2017"," 19:36:37","0","1","N","0","0","0","0","0","0","1","0"
"1619071","1","26","PatcharapornUran","{Fic Nct} &#8226;มาเฟียพ่ายรัก&#8226; #แจฮยอนพ่ายรัก {JaeTen}","2","0","18/4/2017"," 8:48:47","0","1","N","0","0","0","0","143","4","1349","4"
"1619102","1","7","bulanbanraasie","ฆาตกรรมใต้ดวงดาว","2","0","26/4/2017"," 11:26:00","0","1","N","0","0","0","0","8","11","355","0"
"1619103","1","2","msssm","&#10047;BE MY VALENTINE&#9314;","2","0","13/5/2017"," 22:53:29","0","0","N","0","0","0","0","37","40","1198","4"
"1619067","1","0","ako28","[Fic Touken ranbu] ชีวิตของหนุ่มดาบในยุคปัจจุบัน","2","0","15/5/2017"," 10:22:55","0","1","N","0","0","0","0","10","4","174","5"
"1619069","1","26","carrot17svt","Fic Seventeen สโนว์กับคนแคระทั้ง12","1","0","7/4/2017"," 21:45:53","0","1","N","0","0","0","0","3","0","65","0"
"1627298","1","1","Irene_","Forgotten things รักแรกของหัวใจ","2","0","1/5/2017"," 19:46:10","0","1","N","0","0","0","0","4","4","53","2"
"1615238","1","26","kiddona","[Fic BTS ] Stigma ตราบาปหัวใจ  [ VMIN : KOOKJIN ]","2","0","1/5/2017"," 19:15:57","0","0","N","0","0","0","0","179","20","2125","19"
"1617629","1","27","litthipat","[YOAI] N&#250;l&#236; &#22900;&#38584;. |slave|","2","0","5/4/2017"," 20:21:19","0","1","N","0","0","0","0","0","0","0","0"
"1629969","1","3","zazad0897","โปรดมาเคียงข้างฉันนะ!!","2","0","31/5/2017"," 18:48:21","0","1","N","0","0","0","0","0","3","12","3"
"1629970","1","22","aoy-dek-d","Destiny Fairy Tale จ้าวต่างวิถี","2","0","25/4/2017"," 1:01:38","0","1","N","0","0","0","0","0","0","2","0"
"1629971","1","19","oujisan","{เนย์เมส} After match //celebrates 500 goals for Barcelona!!","1","0","25/4/2017"," 1:09:20","0","1","N","0","0","0","0","1","0","82","7"
"1618444","1","22","123466","ที่ทำอยู่นี่.. มันไร้สาระค่ะ!?","2","0","6/4/2017"," 23:01:33","0","1","N","0","0","0","1","0","0","3","0"
"1628062","1","0","himawari-san1","Me\ ลองโค้ด [ห้องลับ]","2","0","30/5/2017"," 21:53:28","0","1","N","0","0","0","0","0","6","11","0"
"1626754","1","26","MPP0902","[TWICE] CHUM DUBCHAENG","2","0","8/5/2017"," 20:58:30","0","1","N","0","0","0","0","33","1","381","2"
"1626462","1","26","Foonfoon_yyg","(Fic got7)MiniMarkมินิมาร์ค [markbam]","2","0","25/5/2017"," 6:05:13","0","1","N","0","0","0","0","9","1","157","1"
"1621209","1","30","ploychompoo29601","[ Minecraft ] Black roses Yaoi","2","0","14/4/2017"," 1:19:09","0","1","N","0","0","0","0","4","1","57","8"
"1619174","1","26","PARKJIMIN123","รักที่แตกต่าง yoonmin jinmon vkook bts","2","0","7/4/2017"," 23:56:09","0","1","N","0","0","0","0","7","0","2","0"
"1618410","1","16","KAMIZE8","Echo of Magic","2","0","6/4/2017"," 23:00:32","0","1","N","0","0","0","0","0","1","10","0"
"1615804","1","26","rainysnow","[os/sf] &#9825; johnyong .:. sphere &#10025;","2","0","20/4/2017"," 17:04:29","0","1","N","0","0","0","0","93","6","935","12"
"1628627","1","22","nightroom2548","Devil condominium บ้านพักปีศาจ ยินดีตอนรับ! [ รับสมัครตัวละคร ] normal "," yaoi","2","0","26/4/2017"," 17:08:26","0","0","N","0","0","0","0","14","2","198","0"
"1633374","1","21","Baitoey38","Love.the door","2","0","30/4/2017"," 14:14:53","0","1","N","0","0","0","0","0","0","2","0"
"1628703","1","8","ppyuizxp","ตลอดไป BNior","2","0","28/4/2017"," 9:48:44","0","1","N","0","0","0","0","5","3","28","1"
"1620915","1","21","ParkEunmin","ป่วนหัวใจ...นายไอดอล","2","0","3/6/2017"," 20:40:20","0","1","N","0","0","0","0","5","6","95","5"
"1627349","1","26","bemya-ver2","[BTS] Love or Like | Jungkook Story #lorljk","2","0","30/4/2017"," 14:48:36","0","1","N","0","0","0","0","0","1","25","1"
"1618544","1","26","yellxw","( os : sf ) really really ; MARKNO","2","0","27/4/2017"," 0:52:58","0","1","N","0","0","0","0","71","5","963","9"
"1624277","1","22","Yutokun","ปฎิบัติการสื่อรักกับตัวผมอีกคน","2","0","18/4/2017"," 4:57:38","0","1","N","0","0","0","0","0","1","6","0"
"1628764","1","26","Apisara_KK","[Fic bts] แทฮยองคนกลัวเมีย! (vkook) #แทแทใจกล้า","2","0","7/5/2017"," 22:52:07","0","1","N","0","0","0","0","181","7","1539","12"
"1619552","1","30","Isesene","[KNB] -Special camp-","2","0","11/4/2017"," 19:26:48","0","1","N","0","0","0","0","53","6","458","4"
"1619553","1","2","jom191246","สะดุดใจหลงรักเธอแล้วยัยหน้าซื่อ [YURI]","2","0","17/4/2017"," 20:38:47","0","1","N","0","0","0","0","14","4","138","0"
"1621287","1","16","HarpyHappy","The seed : ชีวิตแฟนตาซีง่ายๆสไตล์นาเดีย!","2","0","29/4/2017"," 17:15:34","0","1","N","0","0","0","0","38","6","223","2"
"1626525","1","2","0847366498khim","ระหว่างเรา TAELICE","2","0","10/5/2017"," 12:27:58","0","1","N","0","0","0","0","11","11","556","18"
"1615789","1","26","suteerawapadth1","BTS xyou v x you[Girl In Luv]","2","0","2/4/2017"," 23:21:56","0","1","N","0","0","0","0","3","0","3","0"
"1615801","1","21","Noey_kawaii","[Sanha x you] astro  เพื่อน(ไม่)สนิท","2","1","17/4/2017"," 1:01:06","0","1","N","0","0","0","0","77","12","816","16"
"1626787","1","1","nantadchapron","love speed  รักสุดใจนายชอบซิ่ง","2","0","31/5/2017"," 19:43:35","0","1","N","0","0","0","0","3","8","55","4"
"1619482","1","1","noname01","บันทึกรัก : ปลาวาฬใต้ท้องทะเล [Yaoi]","2","0","5/5/2017"," 15:53:53","0","1","N","0","0","0","0","21","1","34","1"
"1624404","1","2","zomzompcr","I MY SWEET SENIOR &#9829; I ปฎิบัติการตื้อหัวใจว่าที่คุณหมอ","2","0","3/5/2017"," 16:46:28","0","1","N","0","0","0","0","32","5","366","4"
"1633522","1","26","layiji_007","The Ticket #ฟิคตรวจตั๋ว | DANJIN","2","0","27/5/2017"," 2:33:48","0","1","N","0","0","0","0","29","2","288","26"
"1620688","1","26","somkorapin","&#8226; (OS/SF) together  - #PRODUCE101","2","0","29/5/2017"," 15:15:21","0","1","N","0","0","0","0","17","1","97","11"
"1624591","1","26","NamfonPanfan","Fic vkook [ป๋า'แท]","2","0","16/4/2017"," 23:06:55","0","1","N","0","0","0","0","5","0","8","0"
"1622927","1","0","Fringkypearl","เรื่องวุ่นๆของครอบครัวหน้ากาก","2","0","28/4/2017"," 14:56:20","0","1","N","0","0","0","0","38","10","1386","26"
"1615596","1","0","App_pine","ลองโค้ดเราจย้าาาาา","2","0","2/4/2017"," 20:07:35","0","1","N","0","0","0","0","0","1","6","0"
"1615461","1","0","CREAMB44910","PSYCHO CHANBAEK [FIC EXO]","2","0","2/4/2017"," 18:16:02","0","1","N","0","0","0","0","19","1","54","0"
"1626944","1","21","Whitebearonpluto","Code Bro รักนะคะรุ่นพี่","2","0","20/4/2017"," 17:57:41","0","1","N","0","0","0","0","1","3","13","0"
"1622857","1","12","ZENZEAN","ชะตารักดวงใจอสรพิษ","2","0","15/4/2017"," 8:04:21","0","1","N","0","0","0","0","53","3","441","15"
"1625281","1","2","mywendy","secret love  รักนี้มีเเต่ฉันเท่านั้นที่รู้","2","0","18/4/2017"," 20:59:50","0","1","N","0","0","0","0","0","0","5","0"
"1618912","1","26","anunya","( vga ) Mr. Kim & His Min #มตคอฮม","2","0","21/5/2017"," 20:00:48","0","1","N","0","0","0","0","185","2","752","14"
"1626564","1","30","MomokuriHanaji","[UNDERTALE] Sans X Frisk","2","0","3/6/2017"," 19:31:53","0","1","N","0","0","0","0","31","31","743","43"
"1622725","1","26","paeex","you are the cutest person i have ever met | markno","2","0","22/4/2017"," 1:09:25","0","1","N","0","0","0","1","59","2","289","0"
"1627982","1","0","tirarat555","ห้องเก็บของของน้ำชาสีกาว","2","0","21/4/2017"," 21:29:51","0","1","N","0","0","0","0","0","1","11","0"
"1622330","1","12","dear16505","ย้อนอดีตมาเป็นเด็กจร","2","0","0000-00-00 00:00:00","0","0","N","0","0","0","0","0","0","8","0"
"1622331","1","0","maixreo135","ปฏิบัตการล้างเผ่าเหล่าซอมบี้","2","0","13/4/2017"," 2:24:38","0","1","N","0","0","0","0","0","2","5","0"
"1630351","1","0","mild240645","Dimensional the of love","2","0","27/4/2017"," 13:13:16","0","1","N","0","0","0","0","0","3","13","0"
"1630350","1","21","sackareej","Kiss me twice วิกฤติร้ายรักนายคู่กัด","2","0","27/4/2017"," 18:07:40","0","1","N","0","0","0","0","2","3","70","0"
"1625317","1","0","Rosie96","(fiction-bts)   #พี่แทฮยอง   (vkook)","2","0","30/5/2017"," 18:27:00","0","1","N","0","0","0","0","827","15","10718","160"
"1616572","1","16","GOGO41","ชีวิตใหม่ที่ต่างโลกก็งี้แหละ","2","0","4/4/2017"," 8:05:46","0","1","N","0","0","0","0","16","1","686","15"
"1620483","1","16","Sucha-Aticha","Twin To Killer","2","0","18/4/2017"," 17:11:27","0","1","N","0","0","0","0","0","3","23","0"
"1620902","1","3","NatthanyaNty","พีทชายที่อยู่เคียงข้างคนที่เขารัก","2","0","10/4/2017"," 21:56:05","0","1","N","0","0","0","0","0","0","6","0"
"1630208","1","1","blackmagic_95","[YAOI] เฮียธาม","2","0","26/4/2017"," 12:07:36","0","1","N","0","0","0","0","15","1","80","1"
"1632918","1","4","bhakjiras","If you do not love me why you make me cry jungkook","2","0","3/5/2017"," 14:31:59","0","1","N","0","0","0","0","0","6","48","0"
"1630639","1","0","Khom30","เด็กหญิงตัวเล็กๆๆ","2","0","26/4/2017"," 0:06:32","0","1","N","0","0","0","0","0","0","1","0"
"1630642","1","26","Friend_thippawan","[exo","bts x  you] "ยอม"เธอคนเดียว","2","0","1/6/2017"," 23:49:18","0","1","N","0","0","0","0","46","7","325","25"
"1632592","1","16","saloly-to","เกลียดเป็นบ้านายซ่าจอมเจ้าชู้","2","0","29/4/2017"," 17:55:54","0","1","N","0","0","0","0","1","1","15","0"
"1623548","1","1","nisma","[YAOI] Sorryขอโทษครับผมเข้าห้องผิด","2","0","15/4/2017"," 13:57:12","0","1","N","0","0","0","0","2","0","4","0"
"1617258","1","27","Namtoei-njfc","Concentrate The Series [BeeCris/NewJiew]","2","0","2/6/2017"," 6:15:43","0","1","N","0","0","0","0","170","33","6932","411"
"1626793","1","4","waruntornkhing","B.M.G ได้โปรด Be my girlfriend","2","0","19/4/2017"," 23:23:55","0","1","N","0","0","0","0","0","0","3","0"
"1626798","1","4","Suwi220","Masculine  ชีวิตร้ายๆกับนายนักธุระกิจ","2","0","14/5/2017"," 19:23:31","0","1","N","0","0","0","0","24","23","890","12"
"1618218","1","2","840232402","รักทางสายเลือด","2","0","6/4/2017"," 18:29:11","0","1","N","0","0","0","0","0","0","1","0"
"1632786","1","30","wasabi1019","[DRRR!! Fanfiction] SHUTTING DOWN!","2","0","29/4/2017"," 14:04:23","0","1","N","0","0","0","1","0","0","5","0"
"1624440","1","26","pinyada12381","[OS/SF] &#12302;ALL #HONGMARK &#12303;&#9829;","2","0","18/5/2017"," 21:30:39","0","1","N","0","0","0","0","146","4","1561","8"
"1621444","1","16","karuma12589","(parallel world) วิญญาณต่างโลก","2","0","29/4/2017"," 20:05:10","0","1","N","0","0","0","0","11","9","194","3"
"1625141","1","3","susujan","หัวในหล่นบนภูธร","2","0","17/4/2017"," 19:08:45","0","1","N","0","0","0","0","0","1","25","1"
"1628320","1","19","ykgm123","Girls House[Hormones]","2","0","21/5/2017"," 16:21:31","0","1","N","0","0","0","0","25","4","1837","92"
"1629611","1","4","lovefa123456","มินผู้บริสุทธิ์","2","0","24/4/2017"," 16:39:13","0","0","N","0","0","0","0","0","1","1","0"
"1628390","1","0","Ratsaphaon","Produce x you","2","0","22/4/2017"," 16:43:19","0","1","N","0","0","0","0","3","1","22","0"
"1628393","1","19","I_was_as_I","ฟิค แฮร์รี่ พอตเตอร์ [yaoi] (HP x DM)","2","0","26/4/2017"," 22:18:12","0","1","N","0","0","0","0","12","4","178","3"
"1616927","1","2","PIJUBITIEPLANET","BET ON YOU ll กำราบรัก","2","0","10/4/2017"," 0:41:08","0","1","N","0","0","0","0","50","0","76","1"
